0610007L01RIK	-0.35110286
0610007P22RIK	-0.47057903
0610009O20RIK	-0.2702552
0610010K06RIK	-0.075845085
0610010O12RIK	-0.9931011
1110003E01RIK	-0.61020607
1110003O08RIK	-0.04667008
1110018G07RIK	-0.12832773
1110020G09RIK	-0.42656347
1110029L17RIK	-0.20662133
1110057K04RIK	-0.41165826
1110065P20RIK	-0.21704829
1500003O03RIK	-0.5329581
1600002H07RIK	0.08557776
1600014C10RIK	-0.55940336
1700001C19RIK	-0.5303219
1810006K21RIK	-0.022112807
1810010H24RIK	1.4784458
1810011O10RIK	-0.74981594
1810013L24RIK	-0.28035286
1810055G02RIK	-0.651309
2010011I20RIK	-0.31555402
2310007H09RIK	1.944196
2310008H09RIK	-0.73982096
2310030G06RIK	-0.3367152
2310030N02RIK	-0.5253497
2310051F07RIK	-0.5553642
2310066F23RIK	-0.8132612
2410001C21RIK	-0.35345438
2410089E03RIK	4.452414
2510006D16RIK	-0.09333225
2610030H06RIK	-0.43799698
2610528E23RIK	-0.3557613
2700060E02RIK	-0.9290612
2700078E11RIK	-0.3198528
2700078K21RIK	-0.4065843
2810403A07RIK	0.5375758
2900006B11RIK	-0.33190432
2900010J23RIK	-0.3839899
2900026A02RIK	-0.47854066
3110049J23RIK	-0.45870328
4632418H02RIK	-0.23207255
4833420G11RIK	-0.62771255
4921513D23RIK	-0.4256403
4930471M23RIK	-0.2860377
4930563E22RIK	0.28672886
4931406C07RIK	-0.79309505
4932439E07RIK	-0.69938356
4933411D12RIK	-0.289692
4933432I09RIK	0.395383
4933433P14RIK	-0.49168232
4933439F18RIK	-0.40334547
5330406M23RIK	-0.49701664
5730403B10RIK	-0.26348987
5730409N24RIK	-1.2494053
5730411F24RIK	-0.8892307
6030422H21RIK	0.76772404
6330417A16RIK	-0.4589636
6430537I21RIK	0.40473416
6720422M22RIK	0.04043587
8430408G22RIK	-0.9535813
9030425P06RIK	0.13788287
9030617O03RIK	1.4894884
9130019O22RIK	0.14630382
9230114K14RIK	1.228792
9430023L20RIK	-0.34403655
A130010C12RIK	-0.5907336
A130086G11RIK	-0.46532083
A2LD1	-0.045641225
AAMP	-0.21517475
AASS	-0.41241622
ABCA3	-0.5080297
ABCC2	-0.52218914
ABCC3	-0.17583565
ABCF2	-0.2534282
ABCG8	-0.26359048
ACAA2	-0.46187744
ACACB	0.5705747
ACAD9	-0.510109
ACOX2	-0.46774665
ACSL1	-0.5720863
ACTR1A	-0.07775823
ACTR1B	-0.48908094
ACY1	-0.28226426
ACY3	-0.40670326
ADAM17	-0.93799096
ADAMTS9	0.04239106
ADD1	-0.42468366
ADIPOR2	-0.21134746
ADRM1	-0.3617948
AEN	1.9316273
AES	-0.16218972
AFMID	-0.4792452
AFP	-0.6181331
AGBL3	-0.15468407
AGGF1	-0.46681318
AGMAT	1.1682816
AGPAT6	1.8358557
AGXT2	-0.6173821
AGXT2L1	1.718817
AHCYL1	0.118930854
AI317395	-0.5873808
AI464131	-0.46621445
AIP	-0.2709149
AK2	-0.29177833
AK3	-0.40089598
AKAP1	-0.27659014
AKR1C12	-0.60806984
AKR1C19	2.048921
AKR1E1	0.16191149
AKT1S1	-0.3523635
AL023008	-0.68390346
ALAS1	2.6306338
ALAS2	-0.2245907
ALDH2	-0.46243218
ALDH4A1	-0.3663186
ALG10B	-0.31325924
ALG2	-0.77778405
ALS2CL	-0.38089088
AMD1	-0.5137888
AMDHD1	-0.5503223
AMMECR1L	-0.277797
AMPD2	0.1526349
ANAPC11	-0.001996954
ANAPC13	-0.4279832
ANAPC2	-0.37436095
ANAPC5	-0.84825134
ANKRD24	-0.5703859
ANKRD27	-0.44496182
ANP32A	-0.5388285
ANXA4	-0.24744348
AP1G1	-0.4850868
AP2M1	-0.29155722
AP3M1	0.30364534
AP4B1	-0.2914274
APBB2	-0.34110096
APCS	0.1994508
APTX	-0.4981251
AQP9	-0.45915866
ARAF	-0.26782534
ARCN1	-0.37324086
ARF1	-0.025549809
ARF4	-0.3199427
ARF5	-0.39737824
ARFIP1	-0.5094931
ARFRP1	-0.27933052
ARHGAP26	-0.5093618
ARHGAP29	-0.18210594
ARHGEF10	-0.05244903
ARHGEF12	-0.20532183
ARID1A	-0.63619906
ARL4D	-0.49968112
ARL5A	-0.32960013
ARL6IP1	-0.13335998
ARNTL	-0.03561644
ARPP19	-0.30749688
ARRB2	-0.5022453
ARRDC2	-0.35427895
ARRDC3	-0.6954364
ARRDC4	1.3987548
ASB13	-0.4473441
ASCC1	-0.37001646
ASL	2.0318663
ASPDH	-0.02028966
ATG13	-0.080760516
ATHL1	-0.43484795
ATL2	-0.110743485
ATP11A	-0.21827407
ATP1B1	1.748959
ATP1B3	-0.61735815
ATP2A2	-0.5195747
ATP5G1	-0.33842793
ATP6V0B	-0.26526448
ATP6V0C	-0.29518357
ATP6V0E2	-0.28505194
ATP6V1D	0.9540781
ATXN10	-0.74544215
AZIN1	-0.14422715
B230120H23RIK	1.3668354
B230308N11RIK	0.12680082
B3GALT1	0.45541993
B830007D08RIK	0.2417047
BACH1	0.9570236
BACH2	-1.0357759
BANF1	-0.23888056
BAX	1.0977148
BC002230	-0.43477094
BC021614	0.13800164
BC031353	-0.4659326
BCAR1	-0.12738256
BCAR3	-0.47514638
BCHE	1.5803459
BCKDHA	-0.31112853
BCL10	-0.5204477
BCL6	-0.58940566
BDH1	-0.56504136
BECN1	-0.6203935
BIK	-0.42802083
BIRC6	0.21249788
BLNK	0.29322088
BLOC1S2	-0.48337242
BOLA1	-0.46333766
BPGM	-0.4074992
BRCC3	0.51977557
BRE	-0.47704008
BRWD3	0.025068363
BTBD3	-0.029178858
BUB3	-0.5228744
BZW1	-0.6712505
BZW2	-0.22182333
C030006K11RIK	-0.18051152
C030044B11RIK	-0.017487168
C030046I01RIK	-0.25181744
C1QB	-0.6218296
C1RA	-0.040086824
C1RB	-0.040086824
C2CD2	-0.26674268
C6	-0.22794366
C730049O14RIK	-0.3629445
C79242	-0.7592065
CAB39L	-0.33542192
CALM3	0.5305434
CAMK1	-0.25473168
CAP1	-0.15660067
CAPN3	-0.3667282
CAPZB	-0.59249365
CARHSP1	-0.016500354
CARS	-0.48293984
CASP3	-0.5742714
CASP8AP2	0.32449412
CBX3	-0.20433359
CCDC134	-0.3455659
CCND2	-0.029693564
CCNDBP1	-0.32167327
CCNF	-0.3378091
CCNG1	1.6989479
CCT2	-0.40443125
CCT7	-0.39451876
CD2BP2	-0.3157656
CD300LD	0.07667538
CD36	2.6750124
CD59A	-0.350336
CDADC1	-0.45731845
CDC37	-0.25347605
CDC37L1	-0.2564491
CDC42	-0.31991205
CDC42EP4	-0.562985
CDK10	-0.19666414
CDK5	-0.18030655
CDK5RAP3	-0.24471481
CDKN2AIPNL	-0.38231137
CEBPA	-0.026008526
CEBPB	0.18003066
CELA1	-0.37522945
CENPB	-0.5102814
CES1E	-0.5275745
CES2A	-0.31720424
CES2C	-0.006661812
CES2D-PS	-0.006661812
CES2E	-0.4346489
CFL1	0.051568944
CGNL1	-0.35687435
CHCHD3	-0.548248
CHD1	-0.17902283
CHDH	-0.40670118
CHKB	-0.26694438
CHMP2A	-0.5204701
CHORDC1	-0.3368225
CHPT1	-0.6119233
CHURC1	-0.35171247
CIAPIN1	-0.17388618
CIDEB	-0.37957326
CIRH1A	-0.6042072
CITED2	0.09547683
CKS1B	-0.39712277
CLDN12	-0.55051684
CLEC14A	-0.636583
CLIC4	-0.15836005
CLN8	-0.1940773
CLNS1A	-0.09952096
CLPB	-0.26728204
CLYBL	-0.3429246
CML2	-0.46762887
CMTM5	0.32962844
CNOT8	-0.35968813
CNPY2	-0.44630995
COBLL1	-0.36165383
COPB1	-0.4721733
COPB2	-0.4911047
COPG	-0.31102893
COPG2	-0.58804566
COPS7A	-0.30378735
COQ10B	2.5406153
COQ3	-0.41191366
COQ5	-0.4188224
COX16	-0.37237725
COX19	-0.31127778
COX8A	-0.1797839
CPD	-0.18330419
CPT1A	-0.5361469
CR1L	-0.34408796
CREB3L2	-0.45509613
CRY2	1.3668712
CRYL1	-0.40512884
CSK	-0.10177076
CSNK1D	-0.6660958
CSNK1G2	-0.23304188
CTH	-0.3580695
CTNNB1	-0.5176459
CTNS	-0.67664605
CTSB	-0.24447083
CTSF	-0.30337036
CUTC	-0.46851447
CXADR	-0.27886483
CXXC5	-0.33298615
CYB5B	-0.5732653
CYB5R3	-0.34510717
CYHR1	-0.30790207
CYP17A1	4.5922365
CYP1A2	-0.3344891
CYP2A4	-0.20743315
CYP2A5	-0.20743315
CYP2C39	3.3029847
CYP2C44	-0.7161105
